Referência,Versão,Pré-determinado,Tipo,EAN13,Família,Catálogo,"Tarifa Nacional",Garantia,"Etiqueta V/F","Folha de Dados",Descrição,masterfile.tender_text,masterfile.codi_duaner,Material,Acabado,Largo,Amplitude,Altura,Projeção,"Fonte de Luz","Incluir lâmpada","Eficiência energética","Unidades Masterbox","Produto descatalogado","Lançamento de produto","Peso embalado (kg)","Weight master box","Peso líquido (kg)","Unidade de Volume (m3)","Volume Master box (m3)","Length Box 1","Largura da caixa 1","Altura da caixa 1","Length Box 2","Largura da caixa 2","Altura da caixa 2","Length Box 3","Largura da caixa 3","Altura da caixa 3","Length MB 1","Amplitude MB 1","Altura MB 1","Length MB 2","Amplitude MB 2","Altura MB 2","Length MB 3","Amplitude MB 3","Altura MB 3","Watts (W)","Lúmens (lm)","Real Lumens (lm)","Temperatura de cor do LED (K)",CRI,"Facho de Luz","Regulação de Tipo",IP,IK,"Imagem Web","Imagem de ambiente 1","Imagem de ambiente 2","Imagem de ambiente 3","Imagem de detalhe 1","Imagem de detalhe 2",IMC,EE,Fotometria,masterfile.ploma_comercial,Acessórios,3D,masterfile.ies,masterfile.ldt,"Codi Quênia","Codi RETILAP","Codi Marrocos","Código do País 4","Código do País 5","Código do País 6",Modelo
00-8391-05-05,V0,Não,Suspenso,8445386076270,"Noway Small",Decorative,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/00-8391-05-05.html,"SUSPENSO NOWAY SMALL LED 18.5W SW 2700-3000-4000K ON-OFF PRETO 618LM","LedsC4 Noway Small 00-8391-05-05  Suspenso para iluminar para baixo.  Material da estrutura: Aço. Acabamento estrutura: Preto. Garantia: 5 Anos.  Peso líquido do produto (kg): 2.35 Largura ou diâmetro do produto (mm): 350 Altura do produto (mm): 1200  Classe 1. Teste de fio incandescente: 850. IP: IP20. LED. N.º de casquilhos ou LED: 1. Marca do Driver: HEP. Potência máxima da fonte de luz: 16.5W. Temperatura de cor: SW 2700-3000-4000K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR: 26.0. Risco fotobiológico: RG0. Fluxo real (lm): 618. Lm/W reais: 33. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 3. Temperatura de cor: SW 2700-3000-4000K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR: 26.0. Risco fotobiológico: RG0. Fluxo real (lm): 618. Lm/W reais: 33. Tensão: 3. Equipamento incluído: Sim. Potência total: 18.5. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,Aço,Preto,,350,1200,,,Sim,F,1,"Discontinuo PT",2021,"3,7","3,7","2,35","0,045","0,045",406,406,270,,,,,,,,,,,,,,,,"18,5",,618,"SW 2700-3000-4000K",92,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/00-8391-05-05,,,,https://files.ledsc4.com/detail-photo/1/00-8391-05-05,,https://files.ledsc4.com/imc/00-8391-05-05.html,https://files.ledsc4.com/el/00-8391-05-05.html,https://files.ledsc4.com/fm/00-8391-05-05.html,,,https://files.ledsc4.com/3d/00-8391-05-05.html,https://files.ledsc4.com/ies/00-8391-05-05.html,https://files.ledsc4.com/ldt/00-8391-05-05.html,,,FX-LED-I,,,,"Noway Pendant Small"
00-8391-DN-05,V0,Não,Suspenso,8445386076287,"Noway Small",Decorative,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/00-8391-DN-05.html,"SUSPENSO NOWAY SMALL LED 18.5W SW 2700-3000-4000K ON-OFF OURO MATE 618LM","LedsC4 Noway Small 00-8391-DN-05  Suspenso para iluminar para baixo.  Material da estrutura: Aço. Acabamento estrutura: Ouro mate. Garantia: 5 Anos.  Peso líquido do produto (kg): 2.35 Largura ou diâmetro do produto (mm): 350 Altura do produto (mm): 1200  Classe 1. Teste de fio incandescente: 850. IP: IP20. LED. N.º de casquilhos ou LED: 1. Marca do Driver: HEP. Potência máxima da fonte de luz: 16.5W. Temperatura de cor: SW 2700-3000-4000K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR: 26.0. Risco fotobiológico: RG0. Fluxo real (lm): 618. Lm/W reais: 33. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 3. Temperatura de cor: SW 2700-3000-4000K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR: 26.0. Risco fotobiológico: RG0. Fluxo real (lm): 618. Lm/W reais: 33. Tensão: 3. Equipamento incluído: Sim. Potência total: 18.5. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,Aço,"Ouro mate",,350,1200,,,Sim,F,1,"Discontinuo PT",2021,"3,7","3,7","2,35","0,045","0,045",406,406,270,,,,,,,,,,,,,,,,"18,5",,618,"SW 2700-3000-4000K",92,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/00-8391-DN-05,https://files.ledsc4.com/ambience-photo/1/00-8391-DN-05,https://files.ledsc4.com/ambience-photo/2/00-8391-DN-05,https://files.ledsc4.com/ambience-photo/3/00-8391-DN-05,https://files.ledsc4.com/detail-photo/1/00-8391-DN-05,https://files.ledsc4.com/detail-photo/2/00-8391-DN-05,https://files.ledsc4.com/imc/00-8391-DN-05.html,https://files.ledsc4.com/el/00-8391-DN-05.html,https://files.ledsc4.com/fm/00-8391-DN-05.html,,,https://files.ledsc4.com/3d/00-8391-DN-05.html,https://files.ledsc4.com/ies/00-8391-DN-05.html,https://files.ledsc4.com/ldt/00-8391-DN-05.html,,,FX-LED-I,,,,"Noway Pendant Small"
AK16-34X8MPOU14,V0,Sim,"Sistema lineare",8435629740945,"Infinite Pro 1136mm Recessed Microprisma",Architectural,,2,"100-277V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/AK16-34X8MPOU14.html,"SISTEMA LINEARE INFINITE PRO 1136MM RECESSED MICROPRISMA 34.7W 4000K CRI 80 ON-O","LedsC4 Infinite Pro 1136mm Recessed Microprisma AK16-34X8MPOU14  Sistema lineare para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Branco. Material do difusor: Policarbonato. Acabamento difusor: MICROPRISMA. Garantia: 2 Anos.  Peso líquido do produto (kg): 2.9 Comprimento do produto (mm): 1136 Largura ou diâmetro do produto (mm): 75 Altura do produto (mm): 82 Ø do orifício de encastrar (mm): 1140x65 Espessura de teto adequada: 0-25  Classe 1. Luminária não adequada para ser revestida com materiais de isolamento. Teste de fio incandescente: 850. IP: IN IP20 / OUT IP40. LED. N.º de casquilhos ou LED: 1. Marca do LED: VOSSLOH. Marca do Driver: TCI. Potência máxima da fonte de luz: 31.6W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR: 20.0. Risco fotobiológico: RG1. % de Flickering: &lt;5%. Fluxo real (lm): 3773. Lm/W reais: 109. Intervalo de tensão / frequência: 100-305/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 34.7. Fator de potência: 0.98. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Policarbonato","Branco, MICROPRISMA",1136,75,82,,,Sim,D,1,"Descatalogado PT",2021,"3,73","3,73","2,9","0,024","0,024",1190,120,165,,,,,,,,,,,,,,,,"34,7",,3773,4000K,80,"Check Photometric file",ON-OFF,"IN IP20 / OUT IP40",,https://files.ledsc4.com/main-photo/AK16-34X8MPOU14,,,,,,https://files.ledsc4.com/imc/AK16-34X8MPOU14.html,https://files.ledsc4.com/el/AK16-34X8MPOU14.html,https://files.ledsc4.com/fm/AK16-34X8MPOU14.html,,https://files.ledsc4.com/ft3/pt/AK16-34X8MPOU14.html,https://files.ledsc4.com/3d/AK16-34X8MPOU14.html,https://files.ledsc4.com/ies/AK16-34X8MPOU14.html,https://files.ledsc4.com/ldt/AK16-34X8MPOU14.html,,RETILAP-DOWNLIGHT,FX-LED-I,,,,"Infinite Pro Microprisma 1136mm Recessed"
PX-0172-ANT,V0,Sim,Baliza,8445386115887,TOP,Forlight,"123,25",5,,https://files.ledsc4.com/ft2/pt/PX-0172-ANT.html,"BALIZA IP44 TOP LED 3000K CINZENTO URBANO 400","LedsC4 TOP PX-0172-ANT  Baliza para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Cinzento urbano. Material do difusor: Vidro temperado. Acabamento difusor: Areado. Garantia: 5 Anos.  Peso líquido do produto (kg): 2 Largura ou diâmetro do produto (mm): 170 Altura do produto (mm): 500 Saída do produto (mm): 160  IP: IP44. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 3W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 17.3. Risco fotobiológico: RG0. Fluxo real (lm): 129. Fluxo nominal (lm): 400. Lm/W reais: 43. Tensão: 3. Equipamento incluído: Sim.",9405219090,"Alumínio, Vidro temperado","Cinzento urbano, Areado",,170,500,160,"1xLED 3 400 lm",Sim,E,4,"Discontinuo PT",2022,"2,33","9,32",2,"0,028","0,112",210,210,560,,,,,,,,,,,,,,,,,400,129,3000K,80,FLOOD,,IP44,,https://files.ledsc4.com/main-photo/PX-0172-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0172-ANT,,,https://files.ledsc4.com/detail-photo/1/PX-0172-ANT,,https://files.ledsc4.com/imc/PX-0172-ANT.html,https://files.ledsc4.com/el/PX-0172-ANT.html,https://files.ledsc4.com/fm/PX-0172-ANT.html,,,,https://files.ledsc4.com/ies/PX-0172-ANT.html,https://files.ledsc4.com/ldt/PX-0172-ANT.html,,RETILAP-BALIZA,FX-LED-I,,,,
PX-0174-ANT,V0,Sim,"Superfície de Parede",8445386110790,BOW,Forlight,,2,,https://files.ledsc4.com/ft2/pt/PX-0174-ANT.html,"SUPERFÍCIE DE PAREDE IP44 BOW LED 3000K CINZENTO URBANO 400","LedsC4 BOW PX-0174-ANT  Superfície de Parede  Material da estrutura: Alumínio. Acabamento estrutura: Cinzento urbano. Material do difusor: Policarbonato. Acabamento difusor: Opala. Garantia: 2 Anos.  Peso líquido do produto (kg): 1 Largura ou diâmetro do produto (mm): 140 Altura do produto (mm): 250 Saída do produto (mm): 155  IP: IP44. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 3W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 15.3. Risco fotobiológico: RG0. Fluxo real (lm): 92. Fluxo nominal (lm): 400. Lm/W reais: 31. Tensão: 3. Equipamento incluído: Sim.",9405119090,"Alumínio, Policarbonato","Cinzento urbano, Opala",,140,250,155,"1xLED 3 400 lm",Sim,E,12,"Descatalogado PT",2022,"1,23","14,76",1,"0,007","0,084",170,150,260,,,,,,,,,,,,,,,,,400,92,3000K,80,,,IP44,,https://files.ledsc4.com/main-photo/PX-0174-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0174-ANT,https://files.ledsc4.com/ambience-photo/2/PX-0174-ANT,https://files.ledsc4.com/ambience-photo/3/PX-0174-ANT,https://files.ledsc4.com/detail-photo/1/PX-0174-ANT,https://files.ledsc4.com/detail-photo/2/PX-0174-ANT,https://files.ledsc4.com/imc/PX-0174-ANT.html,https://files.ledsc4.com/el/PX-0174-ANT.html,https://files.ledsc4.com/fm/PX-0174-ANT.html,,,,https://files.ledsc4.com/ies/PX-0174-ANT.html,https://files.ledsc4.com/ldt/PX-0174-ANT.html,,RETILAP-APLIQUE,FX-LED-I,,,,
PX-0162-CEM,V0,Sim,Baliza,8445386074863,"Box 700mm",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/PX-0162-CEM.html,"BALIZA IP65 BOX 700MM LED 5.8W 4000K ON-OFF CIMENTO 580.00","LedsC4 Box 700mm PX-0162-CEM  Baliza para iluminar para baixo.  Material da estrutura: Cimento. Acabamento estrutura: Cimento. Material do difusor: Vidro. Acabamento difusor: Transparente. Garantia: 2 Anos.  Peso líquido do produto (kg): 12.13 Largura ou diâmetro do produto (mm): 200 Altura do produto (mm): 700 Saída do produto (mm): 200  Classe 2. IP: IP65. IK: IK10. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 5.8W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 4. Horas de vida útil: 36.000h L70B30. UGR: 26.6. Risco fotobiológico: RG0. Fluxo real (lm): 115. Fluxo nominal (lm): 580. Lm/W reais: 20. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 230. Equipamento incluído: Sim. Potência total: 5.8. Fator de potência: 0.97. Equipamento regulável incluído: ON-OFF.",9405219090,"Cimento, Vidro","Cimento, Transparente",,200,700,200,"1xLED 5.8 580.00 lm",Sim,G,1,"Descatalogado PT",2021,"14,53","14,53","12,13","0,137","0,137",890,390,395,,,,,,,,,,,,,,,,"5,8","580,00",115,4000K,80,"Check Photometric file",ON-OFF,IP65,IK10,https://files.ledsc4.com/main-photo/PX-0162-CEM,https://files.ledsc4.com/ambience-photo/1/PX-0162-CEM,,,https://files.ledsc4.com/detail-photo/1/PX-0162-CEM,https://files.ledsc4.com/detail-photo/2/PX-0162-CEM,https://files.ledsc4.com/imc/PX-0162-CEM.html,https://files.ledsc4.com/el/PX-0162-CEM.html,https://files.ledsc4.com/fm/PX-0162-CEM.html,,,,https://files.ledsc4.com/ies/PX-0162-CEM.html,https://files.ledsc4.com/ldt/PX-0162-CEM.html,,RETILAP-BALIZA,FX-LED-II,,,,
TC-0010-BLA,V0,Não,"Encastrados de teto",8445386075143,"Easy Circular ø145 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/TC-0010-BLA.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 9W 6000K ON-OFF BRANCO 702LM","LedsC4 Easy Circular ø145 Recessed TC-0010-BLA  Encastrados de teto para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Branco. Material do difusor: Poliestireno. Acabamento difusor: Branco opalino. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.17 Largura ou diâmetro do produto (mm): ø145 Altura do produto (mm): 22 Ø do orifício de encastrar (mm): 130 Espessura de teto adequada: 0-12mm  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 8.1W. Temperatura de cor: 6000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 23.8. Risco fotobiológico: RG0. Fluxo real (lm): 702. Fluxo nominal (lm): 1350. Lm/W reais: 78. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 9. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Poliestireno","Branco, Branco opalino",,ø145,22,,"1xLED 8.1 1350.00 lm",Sim,D,40,"Inactivo PT",2021,"0,23","9,2","0,17","0,001","0,04",152,45,152,,,,,,,,,,,,,,,,9,"1350,00",702,6000K,80,"ULTRA HORIZONTAL",ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0010-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0010-BLA,,,https://files.ledsc4.com/detail-photo/1/TC-0010-BLA,https://files.ledsc4.com/detail-photo/2/TC-0010-BLA,https://files.ledsc4.com/imc/TC-0010-BLA.html,https://files.ledsc4.com/el/TC-0010-BLA.html,,,,,,,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0015-BLA,V0,Sim,"Encastrados de teto",8445386075167,"Easy Square 145mm Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/TC-0015-BLA.html,"DOWNLIGHT IP54 EASY SQUARE LED 9W 4000K ON-OFF BRANCO 685LM","LedsC4 Easy Square 145mm Recessed TC-0015-BLA  Encastrados de teto para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Branco. Material do difusor: Poliestireno. Acabamento difusor: Branco opalino. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.19 Comprimento do produto (mm): 145 Largura ou diâmetro do produto (mm): 145 Altura do produto (mm): 22 Ø do orifício de encastrar (mm): 130  x 130 Espessura de teto adequada: 0-12mm  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 8.1W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 23.8. Risco fotobiológico: RG0. Fluxo real (lm): 685. Fluxo nominal (lm): 1325. Lm/W reais: 76. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 9. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Poliestireno","Branco, Branco opalino",145,145,22,,"1xLED 8.1 1325.00 lm",Sim,E,40,"Inactivo PT",2021,"0,26","10,4","0,19","0,001","0,04",172,45,150,,,,,,,,,,,,,,,,9,"1325,00",685,4000K,80,"ULTRA HORIZONTAL",ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0015-BLA,,,,,,https://files.ledsc4.com/imc/TC-0015-BLA.html,https://files.ledsc4.com/el/TC-0015-BLA.html,,,,,,,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0016-BLA,V0,Sim,"Encastrados de teto",8445386075174,"Easy Square 145mm Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/TC-0016-BLA.html,"DOWNLIGHT IP54 EASY SQUARE LED 9W 6000K ON-OFF BRANCO 702LM","LedsC4 Easy Square 145mm Recessed TC-0016-BLA  Encastrados de teto para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Branco. Material do difusor: Poliestireno. Acabamento difusor: Branco opalino. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.19 Comprimento do produto (mm): 145 Largura ou diâmetro do produto (mm): 145 Altura do produto (mm): 22 Ø do orifício de encastrar (mm): 130  x 130 Espessura de teto adequada: 0-12mm  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 8.1W. Temperatura de cor: 6000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 23.8. Risco fotobiológico: RG0. Fluxo real (lm): 702. Fluxo nominal (lm): 1350. Lm/W reais: 78. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 9. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Poliestireno","Branco, Branco opalino",145,145,22,,"1xLED 8.1 1350.00 lm",Sim,D,40,"Inactivo PT",2021,"0,26","10,4","0,19","0,001","0,04",172,45,150,,,,,,,,,,,,,,,,9,"1350,00",702,6000K,80,"ULTRA HORIZONTAL",ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0016-BLA,,,,,,https://files.ledsc4.com/imc/TC-0016-BLA.html,https://files.ledsc4.com/el/TC-0016-BLA.html,,,,,,,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0024-GRI,V0,Não,"Encastrados de teto",8445386075235,"Easy Circular ø225 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/TC-0024-GRI.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 20W 4000K ON-OFF CINZENTO 1832LM","LedsC4 Easy Circular ø225 Recessed TC-0024-GRI  Encastrados de teto para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Cinzento. Material do difusor: Poliestireno. Acabamento difusor: Branco opalino. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.33 Largura ou diâmetro do produto (mm): ø225 Altura do produto (mm): 22 Ø do orifício de encastrar (mm): 205 Espessura de teto adequada: 0-12mm  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 19.8W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 23.6. Risco fotobiológico: RG0. Fluxo real (lm): 1832. Fluxo nominal (lm): 2720. Lm/W reais: 87. Intervalo de tensão / frequência: 220-240V, 50/60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 21. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Poliestireno","Cinzento, Branco opalino",,ø225,22,,"1xLED 19.8 2720.00 lm",Sim,E,20,"Inactivo PT",2021,"0,44","8,8","0,33","0,003","0,06",235,45,230,,,,,,,,,,,,,,,,21,"2720,00",1832,4000K,80,HORIZONTAL,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0024-GRI,https://files.ledsc4.com/ambience-photo/1/TC-0024-GRI,,,https://files.ledsc4.com/detail-photo/1/TC-0024-GRI,https://files.ledsc4.com/detail-photo/2/TC-0024-GRI,https://files.ledsc4.com/imc/TC-0024-GRI.html,https://files.ledsc4.com/el/TC-0024-GRI.html,https://files.ledsc4.com/fm/TC-0024-GRI.html,,,,https://files.ledsc4.com/ies/TC-0024-GRI.html,https://files.ledsc4.com/ldt/TC-0024-GRI.html,,,DW-LED-II,,,,
TC-0025-GRI,V0,Não,"Encastrados de teto",8445386075242,"Easy Circular ø225 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/TC-0025-GRI.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 20W 6000K ON-OFF CINZENTO 1945LM","LedsC4 Easy Circular ø225 Recessed TC-0025-GRI  Encastrados de teto para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Cinzento. Material do difusor: Poliestireno. Acabamento difusor: Branco opalino. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.33 Largura ou diâmetro do produto (mm): ø225 Altura do produto (mm): 22 Ø do orifício de encastrar (mm): 205 Espessura de teto adequada: 0-12mm  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 19.8W. Temperatura de cor: 6000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 23.6. Risco fotobiológico: RG0. Fluxo real (lm): 1945. Fluxo nominal (lm): 2775. Lm/W reais: 93. Intervalo de tensão / frequência: 220-240V, 50/60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 21. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Poliestireno","Cinzento, Branco opalino",,ø225,22,,"1xLED 19.8 2775.00 lm",Sim,D,20,"Inactivo PT",2021,"0,44","8,8","0,33","0,003","0,06",235,45,230,,,,,,,,,,,,,,,,21,"2775,00",1945,6000K,80,HORIZONTAL,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0025-GRI,,,,https://files.ledsc4.com/detail-photo/1/TC-0025-GRI,https://files.ledsc4.com/detail-photo/2/TC-0025-GRI,https://files.ledsc4.com/imc/TC-0025-GRI.html,https://files.ledsc4.com/el/TC-0025-GRI.html,https://files.ledsc4.com/fm/TC-0025-GRI.html,,,,https://files.ledsc4.com/ies/TC-0025-GRI.html,https://files.ledsc4.com/ldt/TC-0025-GRI.html,,,DW-LED-II,,,,
TC-0026-BLA,V0,Sim,"Encastrados de teto",8445386075259,"Easy Square 225mm Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/TC-0026-BLA.html,"DOWNLIGHT IP54 EASY SQUARE LED 20W 3000K ON-OFF BRANCO 1755LM","LedsC4 Easy Square 225mm Recessed TC-0026-BLA  Encastrados de teto para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Branco. Material do difusor: Poliestireno. Acabamento difusor: Branco opalino. Garantia: 2 Anos.  Peso líquido do produto (kg): 0.41 Comprimento do produto (mm): 225 Largura ou diâmetro do produto (mm): 225 Altura do produto (mm): 22 Ø do orifício de encastrar (mm): 205 x 205 Espessura de teto adequada: 0-12mm  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 19.8W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 23.6. Risco fotobiológico: RG0. Fluxo real (lm): 1755. Fluxo nominal (lm): 2590. Lm/W reais: 84. Intervalo de tensão / frequência: 220-240V, 50/60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 21. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Poliestireno","Branco, Branco opalino",225,225,22,,"1xLED 19.8 2590.00 lm",Sim,E,20,"Inactivo PT",2021,"0,53","10,6","0,41","0,003","0,06",255,45,230,,,,,,,,,,,,,,,,21,"2590,00",1755,3000K,80,HORIZONTAL,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0026-BLA,,,,,,https://files.ledsc4.com/imc/TC-0026-BLA.html,https://files.ledsc4.com/el/TC-0026-BLA.html,https://files.ledsc4.com/fm/TC-0026-BLA.html,,,,https://files.ledsc4.com/ies/TC-0026-BLA.html,https://files.ledsc4.com/ldt/TC-0026-BLA.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
