Referência,Versão,Pré-determinado,Tipo,EAN13,Família,Catálogo,"Tarifa Nacional",Garantia,"Etiqueta V/F","Folha de Dados",Descrição,masterfile.tender_text,masterfile.codi_duaner,Material,Acabado,Largo,Amplitude,Altura,Projeção,"Fonte de Luz","Incluir lâmpada","Eficiência energética","Unidades Masterbox","Produto descatalogado","Lançamento de produto","Peso embalado (kg)","Weight master box","Peso líquido (kg)","Unidade de Volume (m3)","Volume Master box (m3)","Length Box 1","Largura da caixa 1","Altura da caixa 1","Length Box 2","Largura da caixa 2","Altura da caixa 2","Length Box 3","Largura da caixa 3","Altura da caixa 3","Length MB 1","Amplitude MB 1","Altura MB 1","Length MB 2","Amplitude MB 2","Altura MB 2","Length MB 3","Amplitude MB 3","Altura MB 3","Watts (W)","Lúmens (lm)","Real Lumens (lm)","Temperatura de cor do LED (K)",CRI,"Facho de Luz","Regulação de Tipo",IP,IK,"Imagem Web","Imagem de ambiente 1","Imagem de ambiente 2","Imagem de ambiente 3","Imagem de detalhe 1","Imagem de detalhe 2",IMC,EE,Fotometria,masterfile.ploma_comercial,Acessórios,3D,masterfile.ies,masterfile.ldt,"Codi Quênia","Codi RETILAP","Codi Marrocos","Código do País 4","Código do País 5","Código do País 6",Modelo
DE-0143-BLA,V0,Sim,"Superfície de Teto",8445386689739,"Pinta Square 300x300mm",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0143-BLA.html,"SUPERFÍCIE DE TETO IP20 PINTA SQUARE 300X300MM LED 22.8W SW 3000-4000-6500K ON-","LedsC4 Pinta Square 300x300mm DE-0143-BLA  Superfície de Teto  Material da estrutura: Aço, Madeira. Acabamento estrutura: Branco, Madeira clara. Material do difusor: Poliestireno. Acabamento difusor: OPAL. Garantia: 5 Anos.  Peso líquido do produto (kg): 1.06 Comprimento do produto (mm): 315 Largura ou diâmetro do produto (mm): 315 Altura do produto (mm): 52  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 22.8W. Temperatura de cor: SW 3000-4000-6500K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG0. Fluxo nominal (lm): 2530. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 6. Temperatura de cor: SW 3000-4000-6500K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG1. Fluxo nominal (lm): 2530. Tensão: 6. Equipamento incluído: Sim. Potência total: 23. Fator de potência: 0.55. Equipamento regulável incluído: ON-OFF.",9405119090,"Aço, Madeira, Poliestireno","Branco, Madeira clara, OPAL",315,315,52,,"1xLED 22.8 2530 lm",Sim,E,10,"Discontinuo_NC PT",2023,"1,45","14,5","1,06","0,009","0,09",330,64,330,,,,,,,,,,,,,,,,23,2530,,"SW 3000-4000-6500K",80,,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0143-BLA,,,,,,https://files.ledsc4.com/imc/DE-0143-BLA.html,https://files.ledsc4.com/el/DE-0143-BLA.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
DE-0143-NEG,V0,Sim,"Superfície de Teto",8445386689746,"Pinta Square 300x300mm",DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0143-NEG.html,"SUPERFÍCIE DE TETO IP20 PINTA SQUARE 300X300MM LED 22.8W SW 3000-4000-6500K ON-","LedsC4 Pinta Square 300x300mm DE-0143-NEG  Superfície de Teto  Material da estrutura: Aço, Madeira. Acabamento estrutura: Preto, Madeira clara. Material do difusor: Poliestireno. Acabamento difusor: OPAL. Garantia: 5 Anos.  Peso líquido do produto (kg): 1.06 Comprimento do produto (mm): 315 Largura ou diâmetro do produto (mm): 315 Altura do produto (mm): 52  Classe 1. IP: IP20. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 22.8W. Temperatura de cor: SW 3000-4000-6500K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG0. Fluxo nominal (lm): 2530. Intervalo de tensão / frequência: 220-240/50-60Hz. Tensão: 6. Temperatura de cor: SW 3000-4000-6500K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG1. Fluxo nominal (lm): 2530. Tensão: 6. Equipamento incluído: Sim. Potência total: 23. Fator de potência: 0.55. Equipamento regulável incluído: ON-OFF.",9405119090,"Aço, Madeira, Poliestireno","Preto, Madeira clara, OPAL",315,315,52,,"1xLED 22.8 2530 lm",Sim,E,10,"Discontinuo_NC PT",2023,"1,45","14,5","1,06","0,009","0,09",330,64,33,,,,,,,,,,,,,,,,23,2530,,"SW 3000-4000-6500K",80,,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0143-NEG,,,,,,https://files.ledsc4.com/imc/DE-0143-NEG.html,https://files.ledsc4.com/el/DE-0143-NEG.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
60-E001-34-EH,V0,Sim,Poste,8445386783000,"Lyon Module",Outdoor,"445,2",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/60-E001-34-EH.html,"POSTE IP66 LYON MODULE LED 55W SW 2700-3200-4000K DALI-2 CINZENTO 4741LM","LedsC4 Lyon Module 60-E001-34-EH  Poste de uso exterior para iluminação geral.  Material da estrutura: Alumínio. Acabamento estrutura: Cinzento. Material do difusor: Policarbonato. Acabamento difusor: Opala. Proteção contra os raios ultravioleta. Garantia: 5 Anos.  Peso líquido do produto (kg): 3.9 Largura ou diâmetro do produto (mm): 126 Altura do produto (mm): 940  Classe 1. IP: IP66. IK: IK10. LED. N.º de casquilhos ou LED: 1. Marca do Driver: INVENTRONICS. Potência máxima da fonte de luz: 48.5W. Temperatura de cor: SW 2700-3200-4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR: 14.5. Risco fotobiológico: RG0. % de Flickering: &lt;5%. Fluxo real (lm): 4741. Lm/W reais: 86. Intervalo de tensão / frequência: 90-305V, 50-60Hz. Tensão: 3. Temperatura de cor: SW 2700-3200-4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B20. UGR: 14.5. Risco fotobiológico: RG0. Fluxo real (lm): 4741. Lm/W reais: 86. Tensão: 3. Equipamento incluído: Sim. Potência total: 55. Fator de potência: 0.98. Equipamento regulável incluído: DALI-2.",9405119090,"Alumínio, Policarbonato","Cinzento, Opala",,126,940,,,Sim,G,1,"Discontinuo PT",2024,"4,75","4,75","3,9","0,046","0,046",1390,180,185,,,,,,,,,,,,,,,,55,,4741,"SW 2700-3200-4000K",80,,DALI-2,IP66,IK10,https://files.ledsc4.com/main-photo/60-E001-34-EH,,,,,,https://files.ledsc4.com/imc/60-E001-34-EH.html,https://files.ledsc4.com/el/60-E001-34-EH.html,https://files.ledsc4.com/fm/60-E001-34-EH.html,,,https://files.ledsc4.com/3d/60-E001-34-EH.html,https://files.ledsc4.com/ies/60-E001-34-EH.html,https://files.ledsc4.com/ldt/60-E001-34-EH.html,,RETILAP-BALIZA,FX-LED-I,,,,"Lyon Lampost Module"
AP51-3PX8MPBB14,V0,Sim,"Encastrados de teto",8445386741598,"Ecofit Plus 60 x 60",Architectural,,2,40VDC/max.750mA,https://files.ledsc4.com/ft2/pt/AP51-3PX8MPBB14.html,"ENCASTRADOS DE TETO ECOFIT PLUS 60 X 60 LED 27.7W 4000K CRI 80 95.5º BRANCO IP4","LedsC4 Ecofit Plus 60 x 60 AP51-3PX8MPBB14  Encastrados de teto de uso interior  Material da estrutura: Aço. Acabamento estrutura: Branco. Material do difusor: Metacrilato. Acabamento difusor: MICROPRISMA. Garantia: 2 Anos.  Peso líquido do produto (kg): 2.15 Comprimento do produto (mm): 595 Largura ou diâmetro do produto (mm): 595 Altura do produto (mm): 15  Classe 3. Luminária não adequada para ser revestida com materiais de isolamento. IP: IP40. LED. N.º de casquilhos ou LED: 1. Marca do LED: SAMSUNG. Potência máxima da fonte de luz: 27.7W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B10. UGR: 15.6. Risco fotobiológico: RG1. Fluxo real (lm): 3490. Lm/W reais: 126. Tensão: 19.8. Equipamento incluído: Não, mas requer equipamento. Potência total: 27.7. Fator de potência: 0.95.",9405119090,"Aço, Metacrilato","Branco, MICROPRISMA",595,595,15,,,Sim,C,5,"Descatalogado PT",,"2,62","13,1","2,15","0,02","0,1",610,710,40,,,,,,,,,,,,,,,,"27,7",,3490,4000K,80,,,IP40,,https://files.ledsc4.com/main-photo/AP51-3PX8MPBB14,,,,https://files.ledsc4.com/detail-photo/1/AP51-3PX8MPBB14,,https://files.ledsc4.com/imc/AP51-3PX8MPBB14.html,https://files.ledsc4.com/el/AP51-3PX8MPBB14.html,https://files.ledsc4.com/fm/AP51-3PX8MPBB14.html,,https://files.ledsc4.com/ft3/pt/AP51-3PX8MPBB14.html,https://files.ledsc4.com/3d/AP51-3PX8MPBB14.html,https://files.ledsc4.com/ies/AP51-3PX8MPBB14.html,https://files.ledsc4.com/ldt/AP51-3PX8MPBB14.html,,RETILAP-DECORATIVE,DW-LED-III,,,,"Ecofit Plus 59.5cm x 59.5cm"
AP52-3PW8MPOS14,V0,Sim,"Encastrados de teto",8445386741550,"Ecofit Plus 119,5 x 29,5",Architectural,"136,58",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/AP52-3PW8MPOS14.html,"ENCASTRADOS DE TETO ECOFIT PLUS 119,5 X 29,5 LED 30.7W 3000K CRI 80 95.5º ON-OF","LedsC4 Ecofit Plus 119,5 x 29,5 AP52-3PW8MPOS14  Encastrados de teto de uso interior  Material da estrutura: Aço. Acabamento estrutura: Branco. Material do difusor: Metacrilato. Acabamento difusor: MICROPRISMA. Garantia: 5 Anos.  Peso líquido do produto (kg): 2.78 Comprimento do produto (mm): 1195 Largura ou diâmetro do produto (mm): 295 Altura do produto (mm): 15  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. IP: IP40. LED. N.º de casquilhos ou LED: 1. Marca do LED: SAMSUNG. Marca do Driver: PHILIPS. Potência máxima da fonte de luz: 27.7W. Temperatura de cor: 3000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 50.000h L80B10. UGR: 15.7. Risco fotobiológico: RG1. % de Flickering: &lt;1%. Fluxo real (lm): 3350. Lm/W reais: 109. Intervalo de tensão / frequência: 220-240V/50-60Hz. Tensão: 39. Equipamento incluído: Sim. Potência total: 30.7. Fator de potência: 0.96. Equipamento regulável incluído: ON-OFF.",9405119090,"Aço, Metacrilato","Branco, MICROPRISMA",1195,295,15,,,Sim,C,5,"Discontinuo PT",,"3,43","17,15","2,78","0,032","0,16",1240,390,50,,,,,,,,,,,,,,,,"30,7",,3350,3000K,80,,ON-OFF,IP40,,https://files.ledsc4.com/main-photo/AP52-3PW8MPOS14,https://files.ledsc4.com/ambience-photo/1/AP52-3PW8MPOS14,,,,,https://files.ledsc4.com/imc/AP52-3PW8MPOS14.html,https://files.ledsc4.com/el/AP52-3PW8MPOS14.html,https://files.ledsc4.com/fm/AP52-3PW8MPOS14.html,,https://files.ledsc4.com/ft3/pt/AP52-3PW8MPOS14.html,https://files.ledsc4.com/3d/AP52-3PW8MPOS14.html,https://files.ledsc4.com/ies/AP52-3PW8MPOS14.html,https://files.ledsc4.com/ldt/AP52-3PW8MPOS14.html,,RETILAP-DECORATIVE,DW-LED-II,,,,"Ecofit Plus 119.5cm x 29.5cm"
TC-0007-NEG,V0,Sim,"Encastrados de teto",8445386782744,"Jet Ø220mm",Forlight,43,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/TC-0007-NEG.html,"ENCASTRADOS DE TETO JET Ø220MM LED 29.5W 4000K ON-OFF PRETO IN IP20 / OUT IP54 ","LedsC4 Jet Ø220mm TC-0007-NEG  Encastrados de teto de uso interior para iluminar para baixo.  Material da estrutura: Alumínio. Acabamento estrutura: Preto. Material do difusor: Poliestireno. Acabamento difusor: Branco opalino. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.77 Largura ou diâmetro do produto (mm): 220 Altura do produto (mm): 67 Ø do orifício de encastrar (mm): 205 Espessura de teto adequada: 0-25  Classe 2. Luminária não adequada para ser revestida com materiais de isolamento. Teste de fio incandescente: 750. IP: IN IP20 / OUT IP54. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 27.5W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 5. Horas de vida útil: 36.000h L70B30. UGR: 23.0. Risco fotobiológico: RG0. Fluxo real (lm): 2042. Fluxo nominal (lm): 3300. Lm/W reais: 69. Intervalo de tensão / frequência: 100-240/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 29.5. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",9405119090,"Alumínio, Poliestireno","Preto, Branco opalino",,220,67,,"1xLED 27.5 3300.00 lm",Sim,E,20,"Discontinuo PT",2024,"0,94","18,8","0,77","0,004","0,08",230,230,77,,,,,,,,,,,,,,,,"29,5","3300,00",2042,4000K,80,SPOT+HONEYCOMB,ON-OFF,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0007-NEG,,,,,,https://files.ledsc4.com/imc/TC-0007-NEG.html,https://files.ledsc4.com/el/TC-0007-NEG.html,https://files.ledsc4.com/fm/TC-0007-NEG.html,,,,https://files.ledsc4.com/ies/TC-0007-NEG.html,https://files.ledsc4.com/ldt/TC-0007-NEG.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
DE-0240-NEG,V0,Sim,"Superfície de Parede",8445386824130,"Sfera Triplex",Forlight,"174,55",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0240-NEG.html,"SUPERFÍCIE DE PAREDE SFERA TRIPLEX G9 18W PRETO","LedsC4 Sfera Triplex DE-0240-NEG  Superfície de Parede  Material da estrutura: Aço, Alumínio. Acabamento estrutura: Preto. Material do difusor: Vidro. Acabamento difusor: OPAL. Garantia: 5 Anos.  Peso líquido do produto (kg): 1.23 Largura ou diâmetro do produto (mm): 585 Altura do produto (mm): 172 Saída do produto (mm): 175  Classe 2. IP: IP44. Potência total: 18.",9405199090,"Aço, Alumínio, Vidro","Preto, OPAL",,585,172,175,,Não,"NA EPREL",4,"Discontinuo PT",2024,"1,75",7,"1,23","0,018","0,072",670,150,170,,,,,,,,,,,,,,,,18,,,,,,,IP44,,https://files.ledsc4.com/main-photo/DE-0240-NEG,,,,https://files.ledsc4.com/detail-photo/1/DE-0240-NEG,https://files.ledsc4.com/detail-photo/2/DE-0240-NEG,https://files.ledsc4.com/imc/DE-0240-NEG.html,,https://files.ledsc4.com/fm/DE-0240-NEG.html,,,,https://files.ledsc4.com/ies/DE-0240-NEG.html,https://files.ledsc4.com/ldt/DE-0240-NEG.html,,RETILAP-DECORATIVE,FX-INC-II,,,,
DE-0203-NAT,V0,Sim,Suspenso,8445386823560,"Korg Ø500mm",Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0203-NAT.html,"SUSPENSO KORG Ø500MM E27 15W MADEIRA CLARA PRETO","LedsC4 Korg Ø500mm DE-0203-NAT  Suspenso de uso interior  Material da estrutura: Aço, Madeira, Corda. Acabamento estrutura: Madeira clara, Preto. Garantia: 2 Anos.  Peso líquido do produto (kg): 1.4 Largura ou diâmetro do produto (mm): 500 Altura do produto (mm): 1378  Classe 1. IP: IP20. Equipamento incluído: No. Potência total: 15.",9405199090,"Aço, Madeira, Corda, Corda","Madeira clara, Preto",,500,1378,,,Não,"NA EPREL",1,"Descatalogado PT",2024,"2,5","2,5","1,4","0,045","0,045",530,530,160,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0203-NAT,https://files.ledsc4.com/ambience-photo/1/DE-0203-NAT,,,https://files.ledsc4.com/detail-photo/1/DE-0203-NAT,https://files.ledsc4.com/detail-photo/2/DE-0203-NAT,https://files.ledsc4.com/imc/DE-0203-NAT.html,,https://files.ledsc4.com/fm/DE-0203-NAT.html,,,,https://files.ledsc4.com/ies/DE-0203-NAT.html,https://files.ledsc4.com/ldt/DE-0203-NAT.html,,RETILAP-DECORATIVE,FX-INC-I,,,,
DE-0204-NAT,V0,Sim,Pé,8445386823577,Korg,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/pt/DE-0204-NAT.html,"PÉ KORG E27 15W MADEIRA CLARA PRETO","LedsC4 Korg DE-0204-NAT  Pé de uso interior  Material da estrutura: Aço, Madeira, Corda. Acabamento estrutura: Madeira clara, Preto. Garantia: 2 Anos.  Peso líquido do produto (kg): 6.9 Comprimento do produto (mm): 400 Largura ou diâmetro do produto (mm): 545 Altura do produto (mm): 1515  Classe 2. IP: IP20. Equipamento incluído: No. Potência total: 15.",9405299090,"Aço, Madeira, Corda, Corda","Madeira clara, Preto",400,545,1515,,,Não,"NA EPREL",1,"Descatalogado PT",2024,"7,8","7,8","6,9","0,047","0,047",440,180,590,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0204-NAT,https://files.ledsc4.com/ambience-photo/1/DE-0204-NAT,,,https://files.ledsc4.com/detail-photo/1/DE-0204-NAT,https://files.ledsc4.com/detail-photo/2/DE-0204-NAT,https://files.ledsc4.com/imc/DE-0204-NAT.html,,https://files.ledsc4.com/fm/DE-0204-NAT.html,,,,https://files.ledsc4.com/ies/DE-0204-NAT.html,https://files.ledsc4.com/ldt/DE-0204-NAT.html,,RETILAP-DECORATIVE,PR-INC-II,,,,
PX-0616-NEG,V0,Sim,"Superfície de Parede",8445386813998,Novaré,DIY,,5,Solar,https://files.ledsc4.com/ft2/pt/PX-0616-NEG.html,"SUPERFÍCIE DE PAREDE IP54 NOVARÉ LED 8W 4000K PRETO 1000","LedsC4 Novaré PX-0616-NEG  Superfície de Parede de uso exterior  Metros de cabo incluído: 1,8m. Fonte de luz orientável. Material da estrutura: ABS. Acabamento estrutura: Preto. Material do difusor: Policarbonato. Acabamento difusor: Transparente. Proteção contra os raios ultravioleta. Garantia: 5 Anos.  Peso líquido do produto (kg): 0.52 Comprimento do produto (mm): 165 Largura ou diâmetro do produto (mm): 180 Altura do produto (mm): 80  Classe 3. IP: IP54. IK: IK08. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 8W. Temperatura de cor: 4000K. Índice de reprodução cromática: 80. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. Risco fotobiológico: RG1. Fluxo nominal (lm): 1000. Tensão: 3. Equipamento incluído: Sim. Potência total: 8.",9405114090,"ABS, Policarbonato","Preto, Transparente",165,180,80,,"1xLED 8 1000 lm",Sim,"NA EPREL",20,"Inactivo PT",2024,"0,7",14,"0,52","0,003","0,06",255,50,180,,,,,,,,,,,,,,,,8,1000,,4000K,80,,,IP54,IK08,https://files.ledsc4.com/main-photo/PX-0616-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0616-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0616-NEG,https://files.ledsc4.com/detail-photo/2/PX-0616-NEG,https://files.ledsc4.com/imc/PX-0616-NEG.html,,,,,,,,,RETILAP-SOLAR,FX-LED-II,,,,
DE-0176-ESP,V0,Sim,"Casa de banho",8445386825069,"Lizz Round",Forlight,"276,85",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0176-ESP.html,"ESPELHO LIZZ ROUND LED 21W 4000K ON-OFF MIRROR 2610","LedsC4 Lizz Round DE-0176-ESP  Casa de banho de uso interior  Material da estrutura: Vidro. Acabamento estrutura: Mirror. Garantia: 3 Anos.  Peso líquido do produto (kg): 4.33 Largura ou diâmetro do produto (mm): 600 Saída do produto (mm): 35  Classe 2. IP: IP44. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 19W. Temperatura de cor: 4000K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 14.0. Risco fotobiológico: RG0. % de Flickering: &lt;5%. Fluxo real (lm): 1322. Fluxo nominal (lm): 2610. Lm/W reais: 63. Intervalo de tensão / frequência: 220-240V/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 21. Fator de potência: 0.9. Equipamento regulável incluído: ON-OFF.",7009910090,Vidro,Mirror,,600,,35,"1xLED 19 2610 lm",Sim,D,1,"Discontinuo PT",2024,"5,26","5,26","4,33","0,032","0,032",655,75,655,,,,,,,,,,,,,,,,21,2610,1322,4000K,92,SPOT+HONEYCOMB,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0176-ESP,https://files.ledsc4.com/ambience-photo/1/DE-0176-ESP,,,https://files.ledsc4.com/detail-photo/1/DE-0176-ESP,https://files.ledsc4.com/detail-photo/2/DE-0176-ESP,https://files.ledsc4.com/imc/DE-0176-ESP.html,https://files.ledsc4.com/el/DE-0176-ESP.html,https://files.ledsc4.com/fm/DE-0176-ESP.html,,,,https://files.ledsc4.com/ies/DE-0176-ESP.html,https://files.ledsc4.com/ldt/DE-0176-ESP.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0177-ESP,V0,Sim,"Casa de banho",8445386825076,"Lizz Rectangular",Forlight,"253,25",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0177-ESP.html,"ESPELHO LIZZ RECTANGULAR LED 21W 4000K ON-OFF MIRROR 2610","LedsC4 Lizz Rectangular DE-0177-ESP  Casa de banho de uso interior  Material da estrutura: Vidro. Acabamento estrutura: Mirror. Garantia: 3 Anos.  Peso líquido do produto (kg): 4.15 Largura ou diâmetro do produto (mm): 450 Altura do produto (mm): 600 Saída do produto (mm): 35  Classe 2. IP: IP44. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 19W. Temperatura de cor: 4000K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 13.0. Risco fotobiológico: RG0. % de Flickering: &lt;5%. Fluxo real (lm): 954. Fluxo nominal (lm): 2610. Lm/W reais: 45. Intervalo de tensão / frequência: 220-240V/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 21. Fator de potência: 0.9. Equipamento regulável incluído: ON-OFF.",7009910090,Vidro,Mirror,,450,600,35,"1xLED 19 2610 lm",Sim,D,1,"Discontinuo PT",2024,"4,97","4,97","4,15","0,025","0,025",655,75,510,,,,,,,,,,,,,,,,21,2610,954,4000K,92,SPOT+HONEYCOMB,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0177-ESP,,,,https://files.ledsc4.com/detail-photo/1/DE-0177-ESP,https://files.ledsc4.com/detail-photo/2/DE-0177-ESP,https://files.ledsc4.com/imc/DE-0177-ESP.html,https://files.ledsc4.com/el/DE-0177-ESP.html,https://files.ledsc4.com/fm/DE-0177-ESP.html,,,,https://files.ledsc4.com/ies/DE-0177-ESP.html,https://files.ledsc4.com/ldt/DE-0177-ESP.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0178-ESP,V0,Sim,"Casa de banho",8445386825083,"Lizz Rectangular",Forlight,"303,8",3,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0178-ESP.html,"ESPELHO LIZZ RECTANGULAR LED 29W 4000K ON-OFF MIRROR 3604","LedsC4 Lizz Rectangular DE-0178-ESP  Casa de banho de uso interior  Material da estrutura: Vidro. Acabamento estrutura: Mirror. Garantia: 3 Anos.  Peso líquido do produto (kg): 7.02 Largura ou diâmetro do produto (mm): 800 Altura do produto (mm): 600 Saída do produto (mm): 35  Classe 2. IP: IP44. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 26W. Temperatura de cor: 4000K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 11.7. Risco fotobiológico: RG0. % de Flickering: &lt;5%. Fluxo real (lm): 1143. Fluxo nominal (lm): 3604. Lm/W reais: 39. Intervalo de tensão / frequência: 220-240V/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 29. Fator de potência: 0.9. Equipamento regulável incluído: ON-OFF.",7009910090,Vidro,Mirror,,800,600,35,"1xLED 26 3604 lm",Sim,D,1,"Discontinuo PT",2024,"8,18","8,18","7,02","0,043","0,043",855,75,665,,,,,,,,,,,,,,,,29,3604,1143,4000K,92,SPOT+HONEYCOMB,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0178-ESP,,,,https://files.ledsc4.com/detail-photo/1/DE-0178-ESP,https://files.ledsc4.com/detail-photo/2/DE-0178-ESP,https://files.ledsc4.com/imc/DE-0178-ESP.html,https://files.ledsc4.com/el/DE-0178-ESP.html,https://files.ledsc4.com/fm/DE-0178-ESP.html,,,,https://files.ledsc4.com/ies/DE-0178-ESP.html,https://files.ledsc4.com/ldt/DE-0178-ESP.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
DE-0217-ESP,V0,Sim,"Casa de banho",8445386824925,ZICO,Forlight,"253,25",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/pt/DE-0217-ESP.html,"ESPELHO ZICO LED 21W 4000K ON-OFF MIRROR 2610","LedsC4 ZICO DE-0217-ESP  Casa de banho de uso interior  Material da estrutura: Vidro. Acabamento estrutura: Mirror. Garantia: 5 Anos.  Peso líquido do produto (kg): 4.15 Largura ou diâmetro do produto (mm): 450 Altura do produto (mm): 600 Saída do produto (mm): 35  Classe 2. IP: IP44. LED. N.º de casquilhos ou LED: 1. Potência máxima da fonte de luz: 19W. Temperatura de cor: 4000K. Índice de reprodução cromática: 92. Steps Mac Adam: 3. Horas de vida útil: 36.000h L70B30. UGR: 13.0. Risco fotobiológico: RG0. % de Flickering: &lt;5%. Fluxo real (lm): 954. Fluxo nominal (lm): 2610. Lm/W reais: 45. Intervalo de tensão / frequência: 220-240V/50-60Hz. Tensão: 3. Equipamento incluído: Sim. Potência total: 21. Fator de potência: 0.90. Equipamento regulável incluído: ON-OFF.",7009910090,Vidro,Mirror,,450,600,35,"1xLED 19 2610 lm",Sim,D,1,"Discontinuo PT",2024,"4,91","4,91","4,15","0,025","0,025",655,75,510,,,,,,,,,,,,,,,,21,2610,954,4000K,92,SPOT+HONEYCOMB,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/DE-0217-ESP,https://files.ledsc4.com/ambience-photo/1/DE-0217-ESP,,,https://files.ledsc4.com/detail-photo/1/DE-0217-ESP,https://files.ledsc4.com/detail-photo/2/DE-0217-ESP,https://files.ledsc4.com/imc/DE-0217-ESP.html,https://files.ledsc4.com/el/DE-0217-ESP.html,https://files.ledsc4.com/fm/DE-0217-ESP.html,,,,https://files.ledsc4.com/ies/DE-0217-ESP.html,https://files.ledsc4.com/ldt/DE-0217-ESP.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
