Referenz,Version,Vorbestimmt,Typ,EAN13,Familie,Katalog,Nationaltarif,Garantie,"Etiqueta V/f","Full de dades",Beschreibung,masterfile.tender_text,masterfile.codi_duaner,Material,Fertig,Lang,Breite,Höhe,Projektion,Lichtquelle,"Eine Glühbirne einschließen",Energieeffizienz,"Masterbox Einheiten","Produkt aus dem Katalog entfernt",Produktstart,"Verpacktes Gewicht (kg)","Weight master box","Pes net (Kg)","Volumen Einheit (m3)","Volume Master box (m3)","Length Box 1","Kastenbreite 1","Höhenkiste 1","Length Box 2","Kastenbreite 2","Höhenkiste 2","Length Box 3","Kastenbreite 3","Höhenkiste 3","Length MB 1","Breitbahn 1","Höhe MB 1","Length MB 2","Breitbahn 2","Höhe MB 2","Length MB 3","Breitbahn 3","Höhe MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Temperatur de color LED (K)",CRI,Lichtstrahl,Regulierungstyp,IP,IK,"Web Bild","Umgebungsbild 1","Umgebungsbild 2","Umgebungsbild 3","Detailbild 1","Detailbild 2",IMC,EE,Fotometrie,masterfile.ploma_comercial,Zubehör,3D,masterfile.ies,masterfile.ldt,Kenia-Code,"RETILAP Codi","Marroc Codi","Landeskodex 4","Landeskodex 5","Landeskode 6",Model
AG39-P2V8S1OU14,V0,Ja,Deckeneinbauleuchten,8445386039145,"Play Flat Mini Square Adjustable",Architectural,,2,"100-277V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG39-P2V8S1OU14.html,"DECKENEINBAULEUCHTEN PLAY FLAT MINI SQUARE ADJUSTABLE LED 3.5W 2700K CRI 80 7.1 ","LedsC4 Play Flat Mini Square Adjustable AG39-P2V8S1OU14  Deckeneinbauleuchten  Schwenkbare Lichtquelle. Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.09 Produktlänge (mm): 52 Breite oder Durchmesser des Produkts (mm): 52 Produkthöhe (mm): 45 Durchmesser des Einbaulochs (mm): 42 Zulässige Stärke der Decke: 0-13 Gewicht in kg (verpackt): 0.12  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. Glühdrahtprüfung: 850. IP: IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: HEP. Maximale Leistung der Lichtquelle: 1.5W. Farbtemperatur: 2700K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR: 16.7. Photobiologisches Risiko: RG2. % de Flickering: &lt;5%. Lichtstrom (lm): 116. Reale Lm/W: 33. Spannungs-/Frequenzbereich: 100-240V, 50/60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 3.5. Leistungsfaktor: 0.60. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Weiß, Durchsichtig",52,52,45,,,Ja,G,36,"Eingestellt DE",2021,"0,12","4,32","0,09","0,001","0,036",130,90,50,,,,,,,,,,,,,,,,"3,5",,116,2700K,80,NARROW,Schaltbar,IP54,,https://files.ledsc4.com/main-photo/AG39-P2V8S1OU14,,,,,,https://files.ledsc4.com/imc/AG39-P2V8S1OU14.html,https://files.ledsc4.com/el/AG39-P2V8S1OU14.html,https://files.ledsc4.com/fm/AG39-P2V8S1OU14.html,,https://files.ledsc4.com/ft3/de/AG39-P2V8S1OU14.html,https://files.ledsc4.com/3d/AG39-P2V8S1OU14.html,https://files.ledsc4.com/ies/AG39-P2V8S1OU14.html,https://files.ledsc4.com/ldt/AG39-P2V8S1OU14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Flat Mini Square Adjustable"
AG66-P2W8S1OUEP,V0,Ja,Deckeneinbauleuchten,8445386070957,"Play Raw Mini Racy Gold",Architectural,,2,"100-277V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/AG66-P2W8S1OUEP.html,"DECKENEINBAULEUCHTEN PLAY RAW MINI RACY GOLD LED 3.5W 3000K CRI 80 6.2º SCHALTB","LedsC4 Play Raw Mini Racy Gold AG66-P2W8S1OUEP  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Intensiv golden. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.11 Breite oder Durchmesser des Produkts (mm): 65 Produkthöhe (mm): 60 Durchmesser des Einbaulochs (mm): 55 Zulässige Stärke der Decke: 0-16 Gewicht in kg (verpackt): 0.18  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. Glühdrahtprüfung: 850. IP: IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: HEP. Maximale Leistung der Lichtquelle: 1.5W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR: 10.8. Photobiologisches Risiko: RG2. % de Flickering: &lt;5%. Lichtstrom (lm): 94. Reale Lm/W: 27. Spannungs-/Frequenzbereich: 100-240V, 50/60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 3.5. Leistungsfaktor: 0.60. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Intensiv golden, Durchsichtig",,65,60,,,Ja,G,36,"Eingestellt DE",2021,"0,18","6,48","0,11","0,002","0,072",105,120,120,,,,,,,,,,,,,,,,"3,5",,94,3000K,80,"Check Photometric file",Schaltbar,IP54,,https://files.ledsc4.com/main-photo/AG66-P2W8S1OUEP,,,,,,https://files.ledsc4.com/imc/AG66-P2W8S1OUEP.html,https://files.ledsc4.com/el/AG66-P2W8S1OUEP.html,https://files.ledsc4.com/fm/AG66-P2W8S1OUEP.html,,https://files.ledsc4.com/ft3/de/AG66-P2W8S1OUEP.html,https://files.ledsc4.com/3d/AG66-P2W8S1OUEP.html,https://files.ledsc4.com/ies/AG66-P2W8S1OUEP.html,https://files.ledsc4.com/ldt/AG66-P2W8S1OUEP.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Raw Mini Racy Gold"
AG12-P7V9M2TS14,V0,Ja,Deckeneinbauleuchten,8435629767928,"Play Flat Round Adjustable",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/AG12-P7V9M2TS14.html,"DECKENEINBAULEUCHTEN PLAY FLAT ROUND ADJUSTABLE LED 8.5W 2700K CRI 92 27.7º PHA","LedsC4 Play Flat Round Adjustable AG12-P7V9M2TS14  Deckeneinbauleuchten  Schwenkbare Lichtquelle. Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.21 Breite oder Durchmesser des Produkts (mm): 78 Produkthöhe (mm): 71 Durchmesser des Einbaulochs (mm): 68 Zulässige Stärke der Decke: 0-15 Gewicht in kg (verpackt): 0.27  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. Glühdrahtprüfung: 850. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: TCI. Maximale Leistung der Lichtquelle: 6.4W. Farbtemperatur: 2700K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 16.5. Photobiologisches Risiko: RG1. Lichtstrom (lm): 635. Reale Lm/W: 75. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 9. Netzteil inklusive: Ja. Gesamtleistung: 8.5. Leistungsfaktor: 0.96. dimmbares Betriebsgerät inklusive: PHASE CUT.",9405119090,"Aluminium, PMMA","Weiß, Durchsichtig",,78,71,,,Ja,F,16,"Eingestellt DE",2021,"0,27","4,32","0,21","0,004","0,064",170,120,120,,,,,,,,,,,,,,,,"8,5",,635,2700K,92,MEDIUM,"PHASE CUT","IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/AG12-P7V9M2TS14,,,,,,https://files.ledsc4.com/imc/AG12-P7V9M2TS14.html,https://files.ledsc4.com/el/AG12-P7V9M2TS14.html,https://files.ledsc4.com/fm/AG12-P7V9M2TS14.html,,https://files.ledsc4.com/ft3/de/AG12-P7V9M2TS14.html,https://files.ledsc4.com/3d/AG12-P7V9M2TS14.html,https://files.ledsc4.com/ies/AG12-P7V9M2TS14.html,https://files.ledsc4.com/ldt/AG12-P7V9M2TS14.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Flat Round Adjustable"
DE-0023-NEG,V0,Ja,Pendelleuchten,8435629748606,"Riba Ø210mm",Forlight,"75,8",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/DE-0023-NEG.html,"PENDELLEUCHTEN RIBA Ø210MM E27 15W SCHWARZ","LedsC4 Riba Ø210mm DE-0023-NEG  Pendelleuchten  Material Körper: Stahl. Oberfläche Körper: Schwarz. Material Diffusor: Holz. Oberfläche Diffusor: Natural. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 0.41 Breite oder Durchmesser des Produkts (mm): 210 Produkthöhe (mm): 1700 Gewicht in kg (verpackt): 1.03  Klasse 1. IP: IP20. Gesamtleistung: 15.",9405199090,"Stahl, Holz","Schwarz, Natural",,210,1700,,,Nein,"NA EPREL",1,"Auslauf DE",2021,"1,03","1,03","0,41","0,026","0,026",240,240,460,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/DE-0023-NEG,https://files.ledsc4.com/ambience-photo/1/DE-0023-NEG,https://files.ledsc4.com/ambience-photo/2/DE-0023-NEG,https://files.ledsc4.com/ambience-photo/3/DE-0023-NEG,https://files.ledsc4.com/detail-photo/1/DE-0023-NEG,https://files.ledsc4.com/detail-photo/2/DE-0023-NEG,https://files.ledsc4.com/imc/DE-0023-NEG.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
TC-0023-GRI,V0,Ja,Deckeneinbauleuchten,8445386075228,"Easy Circular ø225 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0023-GRI.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 20W 3000K SCHALTBAR GRAU 1755LM","LedsC4 Easy Circular ø225 Recessed TC-0023-GRI  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Grau. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.33 Breite oder Durchmesser des Produkts (mm): ø225 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 205 Zulässige Stärke der Decke: 0-12mm Gewicht in kg (verpackt): 0.44  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 19.8W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 23.6. Photobiologisches Risiko: RG0. Lichtstrom (lm): 1755. Nominaler Lichtstrom (lm): 2590. Reale Lm/W: 84. Spannungs-/Frequenzbereich: 220-240V, 50/60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 21. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Grau, Opal weiß",,ø225,22,,"1xLED 19.8 2590.00 lm",Ja,E,20,"Inactivo DE",2021,"0,44","8,8","0,33","0,003","0,06",235,45,230,,,,,,,,,,,,,,,,21,"2590,00",1755,3000K,80,HORIZONTAL,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0023-GRI,https://files.ledsc4.com/ambience-photo/1/TC-0023-GRI,,,https://files.ledsc4.com/detail-photo/1/TC-0023-GRI,https://files.ledsc4.com/detail-photo/2/TC-0023-GRI,https://files.ledsc4.com/imc/TC-0023-GRI.html,https://files.ledsc4.com/el/TC-0023-GRI.html,https://files.ledsc4.com/fm/TC-0023-GRI.html,,,,https://files.ledsc4.com/ies/TC-0023-GRI.html,https://files.ledsc4.com/ldt/TC-0023-GRI.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0040-BLA,V0,Ja,Deckeneinbauleuchten,8445386075679,"Easy Circular ø300 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0040-BLA.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 30W 6000K SCHALTBAR WEISS 2633LM","LedsC4 Easy Circular ø300 Recessed TC-0040-BLA  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.55 Breite oder Durchmesser des Produkts (mm): 300 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 280 Zulässige Stärke der Decke: 0-12 Gewicht in kg (verpackt): 0.74  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 28W. Farbtemperatur: 6000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 22.8. Photobiologisches Risiko: RG0. Lichtstrom (lm): 2633. Nominaler Lichtstrom (lm): 4450. Reale Lm/W: 90. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 29.4. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Weiß, Opal weiß",,300,22,,"1xLED 28 4450.00 lm",Ja,D,10,"Inactivo DE",2021,"0,74","7,4","0,55","0,005","0,05",305,45,305,,,,,,,,,,,,,,,,"29,4","4450,00",2633,6000K,80,,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0040-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0040-BLA,,,https://files.ledsc4.com/detail-photo/1/TC-0040-BLA,https://files.ledsc4.com/detail-photo/2/TC-0040-BLA,https://files.ledsc4.com/imc/TC-0040-BLA.html,https://files.ledsc4.com/el/TC-0040-BLA.html,,,,,,,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
PX-0203-NEG,V0,Ja,Wandaufbaubauleuchte,8445386108490,NIKA,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/PX-0203-NEG.html,"WANDAUFBAUBAULEUCHTE IP44 NIKA E27 15W SCHWARZ","LedsC4 NIKA PX-0203-NEG  Wandaufbaubauleuchte  Material Körper: Stahl. Oberfläche Körper: Schwarz. Material Diffusor: Glas. Oberfläche Diffusor: Mattiert. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.6 Produktlänge (mm): 105 Breite oder Durchmesser des Produkts (mm): 120 Produkthöhe (mm): 250 Ausgang des Produktes (mm): 105 Gewicht in kg (verpackt): 1  Klasse 1. IP: IP44. Gesamtleistung: 15.",9405199090,"Stahl, Glas","Schwarz, Mattiert",105,120,250,105,,Nein,"NA EPREL",10,"Eingestellt DE",2022,1,10,"0,6","0,004","0,04",130,110,250,,,,,,,,,,,,,,,,15,,,,,,,IP44,,https://files.ledsc4.com/main-photo/PX-0203-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0203-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0203-NEG,https://files.ledsc4.com/detail-photo/2/PX-0203-NEG,https://files.ledsc4.com/imc/PX-0203-NEG.html,,https://files.ledsc4.com/fm/PX-0203-NEG.html,,,,https://files.ledsc4.com/ies/PX-0203-NEG.html,https://files.ledsc4.com/ldt/PX-0203-NEG.html,,RETILAP-APLIQUE,FX-INC-I,,,,
05-8509-81-81,V0,Ja,Leselicht,8445386113319,Chic,Decorative,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-8509-81-81.html,"LESELICHT CHIC LED 3.9W 2700K TOUCH DIMMING NICKEL SEIDENMATT 200LM","LedsC4 Chic 05-8509-81-81  Leselicht  Schwenkbare Lichtquelle. Material Körper: Aluminium. Oberfläche Körper: Nickel seidenmatt. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.28 Produktlänge (mm): 90 Breite oder Durchmesser des Produkts (mm): 82 Durchmesser des Einbaulochs (mm): 60 Zulässige Stärke der Decke: 10 Gewicht in kg (verpackt): 0.42  Klasse 2. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Marke des Drivers: HEP. Maximale Leistung der Lichtquelle: 3W. Farbtemperatur: 2700K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 8.2. Photobiologisches Risiko: RG1. % de Flickering: +/- 4%. Lichtstrom (lm): 200. Reale Lm/W: 51. Spannungs-/Frequenzbereich: 100-240. Spannung: 9. Netzteil inklusive: Ja. Gesamtleistung: 3.9. Leistungsfaktor: 0.86. dimmbares Betriebsgerät inklusive: TOUCH DIMMING.",9405119090,"Aluminium, PMMA","Nickel seidenmatt, Durchsichtig",90,82,,,,Ja,E,20,"Eingestellt DE",2022,"0,42","8,4","0,28","0,003","0,06",120,120,160,,,,,,,,,,,,,,,,"3,9",,200,2700K,92,MEDIUM,"TOUCH DIMMING",,,https://files.ledsc4.com/main-photo/05-8509-81-81,,,,,,https://files.ledsc4.com/imc/05-8509-81-81.html,https://files.ledsc4.com/el/05-8509-81-81.html,https://files.ledsc4.com/fm/05-8509-81-81.html,,,https://files.ledsc4.com/3d/05-8509-81-81.html,https://files.ledsc4.com/ies/05-8509-81-81.html,https://files.ledsc4.com/ldt/05-8509-81-81.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
TC-0047-NEG,V0,Ja,Strahler,8445386110783,Tent,Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0047-NEG.html,"STRAHLER TENT LED 27.5W 4000K SCHALTBAR SCHWARZ 3110","LedsC4 Tent TC-0047-NEG  Strahler  Das optische Modul kann leicht um 360° geschwenkt werden. Material Körper: Aluminium. Oberfläche Körper: Schwarz. Material Diffusor: Polycarbonat. Oberfläche Diffusor: Sandgestrahlt. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.53 Produktlänge (mm): 135 Breite oder Durchmesser des Produkts (mm): 90 Produkthöhe (mm): 250 Gewicht in kg (verpackt): 0.78  Klasse 2. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 24.6W. Farbtemperatur: 4000K. Farbwiedergabeindex: 92. MacAdam-Steps: 3. Lebensdauer in Stunden: 36.000h L70B30. UGR: 15.6. Photobiologisches Risiko: RG1. Lichtstrom (lm): 2103. Nominaler Lichtstrom (lm): 3110. Reale Lm/W: 76. Spannungs-/Frequenzbereich: 220-240V/50-60Hz. Spannung: 36.5. Netzteil inklusive: Ja. Gesamtleistung: 27.5. Leistungsfaktor: 0.94. dimmbares Betriebsgerät inklusive: Schaltbar.",9405421000,"Aluminium, Polycarbonat","Schwarz, Sandgestrahlt",135,90,250,,"1xLED 24.6 3110 lm",Ja,E,24,"Eingestellt DE",2022,"0,78","18,72","0,53","0,005","0,12",235,190,105,,,,,,,,,,,,,,,,"27,5",3110,2103,4000K,92,MEDIUM,Schaltbar,,,https://files.ledsc4.com/main-photo/TC-0047-NEG,https://files.ledsc4.com/ambience-photo/1/TC-0047-NEG,,,https://files.ledsc4.com/detail-photo/1/TC-0047-NEG,https://files.ledsc4.com/detail-photo/2/TC-0047-NEG,https://files.ledsc4.com/imc/TC-0047-NEG.html,https://files.ledsc4.com/el/TC-0047-NEG.html,https://files.ledsc4.com/fm/TC-0047-NEG.html,,,,https://files.ledsc4.com/ies/TC-0047-NEG.html,https://files.ledsc4.com/ldt/TC-0047-NEG.html,,RETILAP-TRACK,FX-LED-II,,,,
05-8512-05-82,V0,Nein,Wandaufbaubauleuchte,8445386114897,"Hall Slim Screen Left",Decorative,"169,39",5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/05-8512-05-82.html,"WANDAUFBAUBAULEUCHTE HALL SLIM SCREEN LEFT LED E27 17.4W 2700K SCHALTBAR SCHWARZ","LedsC4 Hall Slim Screen Left 05-8512-05-82  Wandaufbaubauleuchte für den Innenbereich  Das optische Modul kann leicht um 360° geschwenkt werden. Material Körper: Aluminium. Oberfläche Körper: Schwarz. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 0.54 Breite oder Durchmesser des Produkts (mm): 182 Produkthöhe (mm): 94 Ausgang des Produktes (mm): 224 Gewicht in kg (verpackt): 0.82  Klasse 1. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: NICHIA. Marke des Drivers: HEP. Maximale Leistung der Lichtquelle: 2.2W. Farbtemperatur: 2700K. Farbwiedergabeindex: 92. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR: 20.3. Photobiologisches Risiko: RG2. Lichtstrom (lm): 150. Reale Lm/W: 8. Spannungs-/Frequenzbereich: 100-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 17.4. Leistungsfaktor: 0.50. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,Aluminium,Schwarz,,182,94,224,,Ja,E,8,"Auslauf DE",2022,"0,82","6,56","0,54","0,008","0,064",226,191,150,,,,,,,,,,,,,,,,"17,4",,150,2700K,92,MEDIUM,Schaltbar,,,https://files.ledsc4.com/main-photo/05-8512-05-82,,,,https://files.ledsc4.com/detail-photo/1/05-8512-05-82,,https://files.ledsc4.com/imc/05-8512-05-82.html,https://files.ledsc4.com/el/05-8512-05-82.html,https://files.ledsc4.com/fm/05-8512-05-82.html,,https://files.ledsc4.com/ft3/de/05-8512-05-82.html,https://files.ledsc4.com/3d/05-8512-05-82.html,https://files.ledsc4.com/ies/05-8512-05-82.html,https://files.ledsc4.com/ldt/05-8512-05-82.html,,,FX-LED-I,,,,"Hall Wall Fixture Reader with Screen Left"
AP11-35X8MPOS14,V0,Ja,Deckeneinbauleuchten,8445386330969,"Ecofit Plus 60 x 60",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/AP11-35X8MPOS14.html,"DECKENEINBAULEUCHTEN ECOFIT PLUS 60 X 60 LED 32.8W 4000K CRI 80 98º SCHALTBAR W","LedsC4 Ecofit Plus 60 x 60 AP11-35X8MPOS14  Deckeneinbauleuchten für den Innenbereich  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: PMMA. Oberfläche Diffusor: Prismatisiert. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 2.27 Produktlänge (mm): 595 Breite oder Durchmesser des Produkts (mm): 595 Produkthöhe (mm): 10 Gewicht in kg (verpackt): 2.84  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IP40. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke des Drivers: OSRAM. Maximale Leistung der Lichtquelle: 31.2W. Farbtemperatur: 4000K. Farbwiedergabeindex: 80. MacAdam-Steps: 3. Lebensdauer in Stunden: 50.000h L80B20. UGR: 15.5. Photobiologisches Risiko: RG1. % de Flickering: &lt;5%. Lichtstrom (lm): 3851. Reale Lm/W: 117. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 32.8. Leistungsfaktor: 0.95. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, PMMA","Weiß, Prismatisiert",595,595,10,,,Ja,F,5,"Eingestellt DE",2022,"2,84","14,2","2,27","0,02","0,1",610,710,40,,,,,,,,,,,,,,,,"32,8",,3851,4000K,80,"Check Photometric file",Schaltbar,IP40,,https://files.ledsc4.com/main-photo/AP11-35X8MPOS14,,,,https://files.ledsc4.com/detail-photo/1/AP11-35X8MPOS14,https://files.ledsc4.com/detail-photo/2/AP11-35X8MPOS14,https://files.ledsc4.com/imc/AP11-35X8MPOS14.html,https://files.ledsc4.com/el/AP11-35X8MPOS14.html,https://files.ledsc4.com/fm/AP11-35X8MPOS14.html,,https://files.ledsc4.com/ft3/de/AP11-35X8MPOS14.html,https://files.ledsc4.com/3d/AP11-35X8MPOS14.html,https://files.ledsc4.com/ies/AP11-35X8MPOS14.html,https://files.ledsc4.com/ldt/AP11-35X8MPOS14.html,,RETILAP-DECORATIVE,DW-LED-II,,,,"Ecofit Plus 600 x 600mm"
35-A139-DN-00,V0,Ja,Strahler,8445386349701,"Atom Recessed Ø30 9V / 350mA",Architectural,,2,9VDC/max.350mA,https://files.ledsc4.com/ft2/de/35-A139-DN-00.html,"STRAHLER ATOM RECESSED Ø30 9V / 350MA 3.1W 2700K CRI 92 37.1º MATTGOLD 269LM","LedsC4 Atom Recessed Ø30 9V / 350mA 35-A139-DN-00  Strahler für den Innenbereich  Das optische Modul kann leicht um 360° geschwenkt werden. Material Körper: Stahl, Aluminium. Oberfläche Körper: Mattgold. Material Diffusor: Polycarbonat. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.11 Breite oder Durchmesser des Produkts (mm): 55 Produkthöhe (mm): 95 Durchmesser des Einbaulochs (mm): 48 Zulässige Stärke der Decke: 0-18 Gewicht in kg (verpackt): 0.16  Klasse 3. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP23. LED. Anzahl der Lampenfassungen oder LEDs: 1. Marke der LED: CREE. Maximale Leistung der Lichtquelle: 3.1W. Farbtemperatur: 2700K. Farbwiedergabeindex: 92. MacAdam-Steps: 2. Lebensdauer in Stunden: 50.000h L80B20. UGR: 14.0. Photobiologisches Risiko: RG1. Lichtstrom (lm): 269. Reale Lm/W: 87. Spannung: 9. Netzteil inklusive: Nein, aber erforderlich. Gesamtleistung: 3.1.",9405119090,"Stahl, Aluminium, Polycarbonat","Mattgold, Durchsichtig",,55,95,,,Ja,E,50,"Eingestellt DE",2023,"0,16",8,"0,11","0,001","0,05",105,77,60,,,,,,,,,,,,,,,,"3,1",,269,2700K,92,"MEDIUM, MEDIUM",,"IN IP20 / OUT IP23",,https://files.ledsc4.com/main-photo/35-A139-DN-00,,,,,,https://files.ledsc4.com/imc/35-A139-DN-00.html,https://files.ledsc4.com/el/35-A139-DN-00.html,https://files.ledsc4.com/fm/35-A139-DN-00.html,,,https://files.ledsc4.com/3d/35-A139-DN-00.html,https://files.ledsc4.com/ies/35-A139-DN-00.html,https://files.ledsc4.com/ldt/35-A139-DN-00.html,,RETILAP-DOWNLIGHT,FX-LED-II,,,,"Atom Recessed 30mm"
